"","measure","value","value","value","value","value","value","value","value","value","value"
"11","avg.loss.mu.est.SURE.SM",0.714139039017918,0.711383944887003,0.701062884441144,0.685893650101152,0.685141634943219,0.686763797551569,0.687953631333994,0.699341218401214,0.693446428368605,0.689172648034778
"12","avg.loss.mu.est.gl",0.652877441976148,0.669866305027692,0.662349044903208,0.657284328047583,0.658042053792263,0.66237332136118,0.663135525236601,0.67333102111935,0.673760892659165,0.670979917016576
"13","avg.loss.mu.est.gl.SURE",0.663645114959173,0.680248590851725,0.674795533211719,0.665398997359353,0.662983388479313,0.668699928360932,0.669765369728875,0.680520848884548,0.678396015579629,0.675060512290319
"14","avg.loss.mu.est.gl.dynamic",0.613562149359265,0.610927628756707,0.605605403150981,0.601474011444345,0.596478105689908,0.598863869372853,0.600592342429841,0.60881991638009,0.60570512915321,0.602971077712619
"15","avg.loss.mu.est.gl.dynamicMin",0.618160528048295,0.618447971451767,0.616866969231963,0.606767083395052,0.605288763928091,0.606522810787447,0.607593995765395,0.617050306838486,0.613186625355449,0.61026903748852
"16","avg.loss.mu.est.gl.dynamicMin2",0.615660967813258,0.615161398697611,0.612790910004816,0.604982600541858,0.603169823132204,0.605220902435035,0.605402182978465,0.614831468696909,0.611409480770982,0.607742881765141
"17","avg.loss.mu.est.gl.dynamicMin3",0.612608771050216,0.612825592378566,0.610476491069971,0.60437406940303,0.600976973374625,0.60279834833445,0.603892445937688,0.613407486462496,0.610401585045978,0.606737063686049
"18","avg.loss.mu.est.SURE.M.Double",0.598437297701535,0.603427709189482,0.599734040952247,0.597080264777868,0.593178083145752,0.594834843329899,0.597804229501286,0.605755185948736,0.604205361585157,0.600918230329448
"19","avg.loss.mu.est.SURE.G.Double",0.598415485199295,0.603394876861371,0.599723364233637,0.597079835677498,0.593161135358126,0.594827230922105,0.597797276388949,0.605754117520402,0.604201073244684,0.600920907850986
"20","avg.loss.mu.est.SURE.SG.Double",0.598414189444294,0.603394736197162,0.599723210333045,0.597079807115883,0.593161244556051,0.594827107914129,0.597797340909572,0.60575403650866,0.604201098871861,0.600920776480082
"21","avg.loss.mu.est.SURE.SM.Double",0.598437096596793,0.603427532425313,0.599733908558843,0.597080208903896,0.593178249811233,0.594834732407206,0.597804304600585,0.605755114647837,0.604205394433763,0.600918107807267
"22","avg.loss.mu.est.DPMM",0.59830508306632,0.603341249056623,0.59978815456673,0.597068942775802,0.593011983136269,0.59485233471188,0.597711485187885,0.605818099372025,0.604147378092152,0.600940564217491
"23","avg.loss.mu.est.DPMM_ng",0.598189697846843,0.603285518885004,0.59985596257171,0.597227215651683,0.59313046976852,0.594961878467736,0.597783960406388,0.605919547043545,0.604316853799571,0.601010457433905
"24","avg.loss.sigma2d.est.sample.var",6.98856801411656,6.77065346113244,6.78803020085208,6.5942867333776,6.49546191445742,6.63992065695091,6.51113325877651,6.79341846695898,6.70752533728785,6.69138808171309
"25","avg.loss.sigma2d.est.SURE.M.Double",1.03618103305801,0.947381559535195,0.90465421276424,0.91228685613496,0.89992026573515,0.893673221342914,0.90031663137963,0.889924441034283,0.891329867086458,0.884746244065059
"26","avg.loss.sigma2d.est.SURE.G.Double",1.03618168968185,0.947381326587305,0.90465400114863,0.912287544179137,0.899920249930508,0.893673279739054,0.900316651899139,0.889924418638247,0.891329852884903,0.884746225589858
"27","avg.loss.sigma2d.est.SURE.SG.Double",1.03623415731756,0.947397265491404,0.904637154970697,0.912289788020578,0.89991174184278,0.893654792636799,0.900295676909106,0.889916100845392,0.891316487059394,0.884736283959896
"28","avg.loss.sigma2d.est.SURE.SM.Double",1.03623322961344,0.947397234216975,0.904637138244085,0.912289877327,0.899911726460199,0.893654767116789,0.900295673329962,0.889916090515413,0.891316486287445,0.884736282777919
"29","avg.loss.sigma2d.est.DPMM",1.33287754616513,1.10691550837848,1.01850933793027,0.980569318554965,0.95572181803282,0.949073779310355,0.937119084831844,0.933135337492719,0.930664247761844,0.920658668758055
"30","avg.loss.sigma2d.est.DPMM_ng",1.25247678084055,1.09630285104895,1.04614214721359,1.03627331730697,1.01581937931185,1.00187454176004,0.999139289190491,0.990871620976981,0.991692685792567,0.977238040779563
"31","MISE.biv.kde.true",0.0206055443809186,0.018809459981514,0.0178608816077672,0.0173422857194973,0.0169141906570907,0.016595761638336,0.0164364030491664,0.0162709046312977,0.016077169231788,0.0159432032851474
"32","MISE.biv.kde.sample.est",0.0315232275538583,0.0313288480424205,0.0311126533556247,0.0311156107155529,0.0309442118917467,0.0310062853964894,0.0308681495370223,0.0311006180792462,0.031113065089777,0.0311139507370623
"33","MISE.biv.kde.EBMLE",0.0302545504714843,0.0300272393308115,0.0297779240045377,0.0297587579247547,0.0295750574819569,0.0296483643111953,0.029472053972804,0.0297259029322306,0.0297169876709275,0.029737946825373
"34","MISE.biv.kde.EBMOM",0.0302205913460995,0.0299826086975818,0.0297321341741742,0.0297134722153813,0.02952870826985,0.0295991391741656,0.0294204468142207,0.0296730787846026,0.0296681451801062,0.0296867757739566
"35","MISE.biv.kde.JS",0.0309723791775295,0.0308007698030143,0.0305910572615448,0.0306271444972214,0.0304425224764682,0.0305169233054041,0.0303752970520101,0.0306429946665244,0.0306371012501717,0.0306631410786527
"36","MISE.biv.kde.oracle",0.0301736293503943,0.0299726265461546,0.0297139915995798,0.0297002878391753,0.0295379461183459,0.0295900812233153,0.0294122913051147,0.0296577801317391,0.0296727205271593,0.0296668847269536
"37","MISE.biv.kde.SURE.G",0.0300065545629326,0.0297588927705105,0.0295116231755323,0.0295051871716023,0.0293217768076839,0.0293795198655585,0.0291902827386543,0.0294350424003665,0.0294493241113179,0.0294535968100392
"38","MISE.biv.kde.SURE.M",0.0299865214990542,0.0297539701061977,0.0295008797703954,0.0294964083830353,0.0293157548991867,0.0293765736376653,0.029187419432564,0.0294330933278282,0.0294465380770399,0.0294509358805592
"39","MISE.biv.kde.SURE.SG",0.0302377985941164,0.0300424521370931,0.0297810997489471,0.0297318983103704,0.0295451785868082,0.0296389226231964,0.0294431744744814,0.0297129000866689,0.0297119464838803,0.0297145558804804
"40","MISE.biv.kde.SURE.SM",0.0303255555029514,0.0300899928757011,0.0297993060082552,0.029746513740667,0.0295552909344002,0.0296505515975669,0.0294529131361781,0.0297229559963587,0.0297205596101939,0.0297217580946034
"41","MISE.biv.kde.gl",0.0303026061451075,0.0299981128391218,0.0297151816981977,0.0296723690753627,0.0294783419250881,0.0295857406264649,0.0293983206455156,0.029653331346418,0.0296676330926021,0.0296707341218156
"42","MISE.biv.kde.gl.SURE",0.030316406959363,0.0300740414053181,0.0297933369533709,0.0297423922763251,0.0295454563257228,0.0296056074671458,0.0294298846483436,0.0296707497403782,0.0296829167123438,0.0296750933971284
"43","MISE.biv.kde.gl.dynamic",0.0303552479091466,0.0300695357343297,0.0298254477330285,0.0298276733342561,0.0296595092760535,0.0297335862424798,0.0295518865082478,0.0297991405785026,0.0298104362951661,0.0298214207516964
"44","MISE.biv.kde.gl.dynamicMin",0.0303367808385035,0.0300957050976338,0.0298613057890825,0.0298574601689546,0.0296821979566218,0.0297636791953659,0.0295827020153228,0.0298266701183709,0.0298418764720803,0.0298495342125155
"45","MISE.biv.kde.gl.dynamicMin2",0.0303304907146981,0.0300815261008207,0.0298458361761162,0.0298444347595168,0.0296740006119991,0.0297571949553631,0.0295721431048488,0.0298183510789931,0.0298345806912629,0.0298406643379802
"46","MISE.biv.kde.gl.dynamicMin3",0.0303246603126904,0.0300764709499399,0.0298392854367486,0.0298403305446403,0.0296670750710181,0.0297530799345254,0.0295660839248832,0.0298124011733812,0.0298326694020179,0.0298388220175418
"47","MISE.biv.kde.SURE.G.Double",0.0157653457823095,0.0133002992762769,0.0122259432055531,0.0113747557017847,0.01080589660211,0.0106303385131899,0.010287955394393,0.010482938947249,0.0102267941941688,0.0101509812407848
"48","MISE.biv.kde.SURE.M.Double",0.0157416851323055,0.0132885328389066,0.0122181670177708,0.0113689906279107,0.0108015075279089,0.010626776901947,0.0102848856683201,0.0104802035806551,0.0102244668915035,0.0101488641244063
"49","MISE.biv.kde.SURE.SG.Double",0.0157651458983619,0.0133002172472981,0.012225911146585,0.0113747266771352,0.0108059107009906,0.0106303708351828,0.0102879622662448,0.0104828835318456,0.0102267729382108,0.0101509338511463
"50","MISE.biv.kde.SURE.SM.Double",0.126412561730553,0.156593940354477,0.154376859586492,0.175789748300682,0.426693675270083,0.170309938697208,0.204315955299555,0.132053491483948,0.170969609282894,0.227294252432664
"51","MISE.biv.kde.DPMM",0.0186351466990316,0.0152370135847409,0.0136281425863652,0.012481548071425,0.0116805494797717,0.0113121867587082,0.010804531458355,0.0108118362262644,0.0105050825012814,0.0103809858403065
"52","MISE.biv.DPMM",0.00961093855170188,0.00601906212209341,0.00506469684400057,0.00449497523269387,0.00416733954990014,0.00365578460980631,0.00343468934702738,0.00314224190097028,0.00299018727778696,0.00297620605481011
"53","MISE.biv.kde.DPMM_ng",0.0176179538332619,0.0143183281497462,0.0130368491080436,0.0121609459755172,0.0115121099916386,0.0109368075904014,0.0105987131517004,0.0105925633844,0.0103235940521365,0.0101955469060442
"54","MISE.biv.DPMM_ng",0.00979962833428424,0.00603267574614367,0.0050183703658682,0.00447622955996662,0.00424475215840292,0.00355176127238572,0.00342962920384074,0.00325701192733002,0.00308802855658969,0.00298354084981308
"55","MISE.mu.kde.true",0.00382994547377466,0.00234629534410383,0.00160540377567889,0.00125117440945728,0.00101934022492749,0.000872976730117778,0.000861643158477196,0.00072207376142664,0.000721361172436729,0.000716676595227813
"56","MISE.mu.kde.sample.est",0.00662506328397977,0.00442785104759274,0.00362806172782904,0.00330980579628377,0.0029156285144623,0.00275853824552713,0.00271228550467734,0.00279560384964969,0.00260072505527575,0.00276830076855164
"57","MISE.mu.kde.EBMLE",0.00463234445880974,0.00317546250782448,0.00236090832160047,0.00177311806701179,0.00190187684388181,0.00210071419588737,0.00156793811555317,0.00140258358501041,0.00152903413917524,0.00128078512028771
"58","MISE.mu.kde.EBMOM",0.0047613928871475,0.00337136946853857,0.00256747510207489,0.0019421930073213,0.00210564272273996,0.00232670020910131,0.00175240935246977,0.00158018407522062,0.00170251646286198,0.00144105413367348
"59","MISE.mu.kde.JS",0.00479507068944399,0.00282382552492443,0.00200510365591813,0.00175017269186447,0.0014465983304184,0.00138907105831761,0.00123788978161729,0.00131798740083265,0.00116339928147278,0.00128621482163434
"60","MISE.mu.kde.oracle",0.00463769157564933,0.00343228818803105,0.00250275684994445,0.00196422125374587,0.00199128187900415,0.0022694204697939,0.00173921323078346,0.00159926882125227,0.00164906944977199,0.00147873873720439
"61","MISE.mu.kde.SURE.G",0.0059921345147382,0.00481924917602585,0.00390007248546198,0.00301825783091913,0.00326242687263699,0.0036303742434096,0.00288142700747927,0.00267777962858577,0.00273090650176415,0.00246461154150851
"62","MISE.mu.kde.SURE.M",0.00620466498536543,0.00505003567098968,0.00391684653241772,0.00303754535069243,0.00327805676487446,0.00367362402015967,0.00290835707761664,0.00271962483468138,0.00275121215896798,0.0024933061593527
"63","MISE.mu.kde.SURE.SG",0.00727701746180478,0.00620177672743411,0.00487522354469247,0.0036815765513945,0.00378136139411894,0.00443805936538482,0.00340213986647362,0.00332956601993149,0.00318649010118265,0.00290880600635411
"64","MISE.mu.kde.SURE.SM",0.00795156516115118,0.00655679358000398,0.00489432445473275,0.00371686174810637,0.00377688472156952,0.00450876720086873,0.0034518506698318,0.00338988039235979,0.00320543343943498,0.00293693804632042
"65","MISE.mu.kde.gl",0.00531284632654088,0.00435081245884203,0.00324911172767513,0.00249680592884863,0.00271804720797645,0.00317113296883407,0.00246220207616699,0.00235706771683565,0.00233095487061327,0.0021539158146767
"66","MISE.mu.kde.gl.SURE",0.00583563550255981,0.00477134462755434,0.00354996433577309,0.00279471868112246,0.00284790226117858,0.00337410427215753,0.00265964118106264,0.0026306684992309,0.00243963420953814,0.0022996990045787
"67","MISE.mu.kde.gl.dynamic",0.00470591521438382,0.00316668748594471,0.00247954393237521,0.00205063455684256,0.00224006519360271,0.00242968336938104,0.00194164437032021,0.0016760034941246,0.00186705524780033,0.00161115409162186
"68","MISE.mu.kde.gl.dynamicMin",0.00494001223795333,0.0033138913043596,0.00273839300409736,0.00209459424937845,0.00222405058567841,0.00248924573627241,0.0019362536334634,0.00169560470402879,0.00188109781920762,0.00160699598834805
"69","MISE.mu.kde.gl.dynamicMin2",0.00486030740993552,0.00332425093672742,0.00263603095687243,0.00210449061927313,0.00223318057570407,0.00245934545693209,0.00191859088293443,0.00169474413629629,0.00188103738306128,0.00160857774905302
"70","MISE.mu.kde.gl.dynamicMin3",0.00478411785658085,0.00331072477061031,0.00261301176074209,0.0020921496307832,0.00223398783155728,0.00243944599049165,0.00192371171588959,0.00170728539500197,0.0018573799630445,0.00160254497950946
"71","MISE.mu.kde.SURE.G.Double",0.00508809098285904,0.00361683564486617,0.00277085039409067,0.00227105512223235,0.00244231231985729,0.00261823549262308,0.00208804396650688,0.00181987102182838,0.00199241129679934,0.00172004438742748
"72","MISE.mu.kde.SURE.M.Double",0.00514581200272759,0.00365029764748657,0.00279212813411209,0.00228617972525726,0.00245619893504261,0.00263049470940901,0.0020975818286213,0.00182735748976042,0.00199968852743606,0.00172580079698521
"73","MISE.mu.kde.SURE.SG.Double",0.00508812906796508,0.00361694076673401,0.00277097316521064,0.00227114059241326,0.00244243384363756,0.00261838387235156,0.00208817968271929,0.00181998536529313,0.00199255093772453,0.00172017116005866
"74","MISE.mu.kde.SURE.SM.Double",0.00514586229029723,0.00365041023871073,0.00279225524642661,0.00228625861857349,0.00245632042518562,0.00263064407582001,0.0020977182199489,0.0018274719821588,0.00199982901077184,0.00172592867096416
"75","MISE.mu.abhra",0.00748311408823061,0.00190658714595493,0.00113286647562076,0.00115376426716311,0.00075865321671827,0.000677460081428805,0.00105558567184816,0.000394064367873073,0.000503581607309983,0.000714673741878385
"76","MISE.mu.kde.DPMM",0.00514356844568053,0.00353757112590561,0.00269380904924085,0.0021739948668476,0.00233081733831486,0.00250212322167073,0.00198566719474699,0.00172023276300457,0.00190125935212332,0.00162476456347429
"77","MISE.mu.DPMM",0.00211289184599089,0.0012751215755873,0.000910365759953357,0.000683620674544709,0.000646761228606447,0.000642696239775388,0.000499492306488323,0.00039238908366707,0.000435815957761752,0.0003323037896429
"78","MISE.mu.kde.DPMM_ng",0.00513942536484078,0.00354739231673,0.00269590922710379,0.00218047015947084,0.00233423512271647,0.00251213978540407,0.00200092851732696,0.00173182339172347,0.00190022772299238,0.00165197008377679
"79","MISE.mu.DPMM_ng",0.0021098699540198,0.00127007332740016,0.000910288518335316,0.000685917999064904,0.000648199504234998,0.000640508844080331,0.000499305209815767,0.000409877671106083,0.000439918089422427,0.000354137425866235
"80","MISE.sigma2.kde.true",0.110579796969784,0.10266445514259,0.0982018277552446,0.0961291337839407,0.0942469830787333,0.0932267389735132,0.0921359100667115,0.091252087938615,0.0906076498649591,0.0898560965730864
"81","MISE.sigma2.kde.sample.est",0.184774608401068,0.18491950598261,0.183843821186801,0.184567121321726,0.184086158641215,0.18455181725905,0.183670498825751,0.184962603177654,0.184905393505117,0.185142713414534
"82","MISE.sigma2.kde.SURE.G.Double",0.0857462738917266,0.0757208102641897,0.071360423075109,0.0679976171026143,0.0664912149796753,0.0661876282992718,0.0651419079054554,0.0658944797714531,0.065440408060633,0.0649994790522815
"83","MISE.sigma2.kde.SURE.M.Double",0.0857463153103498,0.0757208122936426,0.0713604268341421,0.0679976152715969,0.0664912158546118,0.0661876280952725,0.0651419057349802,0.0658944852547951,0.0654404108702523,0.0649994776218866
"84","MISE.sigma2.kde.SURE.SG.Double",0.0857455652246623,0.0757205896203319,0.0713605496905776,0.0679975891153539,0.0664913425381735,0.0661876268360308,0.0651416671234946,0.0658943674665157,0.0654401635948298,0.0649991534271028
"85","MISE.sigma2.kde.SURE.SM.Double",1353364700956.95,367672606844.561,35515265.2983945,260397590902.477,142092639594.347,0.932324452086395,1.23191459640662,141749727.144899,1.03498360613353,2.45384523290474
"86","MISE.sigma2.kde.DPMM",0.105202572096451,0.0886093582038898,0.0803873178639484,0.0746146791427216,0.0712939447244533,0.0700050645782229,0.0675476337366132,0.0676260945753314,0.06667638992555,0.0658368067195759
"87","MISE.sigma2.DPMM",0.0423864879021585,0.0239569174818559,0.0190137625355146,0.0161142350127629,0.0141194631950291,0.0117280873315914,0.010866174569572,0.00990382060888841,0.00896713440811228,0.0091386159592698
"88","MISE.sigma2.kde.DPMM_ng",0.0966846445731179,0.0802592182925722,0.0739353621569214,0.0699734917447674,0.0673968290919667,0.0647556536041596,0.0635236688958348,0.063184453644949,0.0622820008393305,0.0615999183567668
"89","MISE.sigma2.DPMM_ng",0.0433780896990876,0.0240553480554949,0.0188071548128328,0.0159184457340093,0.0145456280317803,0.0112672091089193,0.0109648163665516,0.0103587766957971,0.00939038249223873,0.00922855656155135
