"","measure","value","value","value","value","value","value","value","value","value","value"
"63","MISE.mu.kde.SURE.SG",0.363152250004587,0.329738181443203,0.304897097610377,0.307953183332078,0.292376374836427,0.284151713910698,0.289455927482104,0.32185509836137,0.297558823288222,0.290804812105572
"64","MISE.mu.kde.SURE.SM",0.452729756418957,0.410037555784637,0.366490048578044,0.3649903446527,0.342590087229751,0.333190519171173,0.336552282588494,0.361465272375067,0.338386403067718,0.326421903768832
"65","MISE.mu.kde.gl",0.345035066768973,0.311973176379255,0.27192529573798,0.290437123957988,0.265647724389028,0.26821702591713,0.258432057430141,0.287827704472938,0.26779666528701,0.27990292125886
"66","MISE.mu.kde.gl.SURE",0.372420345998507,0.315791302503717,0.313382226925473,0.29714066301543,0.27335744572842,0.272463642703211,0.26353549693274,0.295178411898623,0.275804424512791,0.286829413434129
"67","MISE.mu.kde.gl.dynamic",0.420167117796354,0.303209405817943,0.283489832224456,0.289800865742705,0.273442380192136,0.265500481508483,0.268747996538517,0.301767640618766,0.280607384641787,0.270271415061629
"68","MISE.mu.kde.gl.dynamicMin",0.381725098187511,0.304581992220528,0.288464222388906,0.292152597469171,0.278305600911965,0.264757718512318,0.268932858966614,0.294563291855131,0.285071757564293,0.287231987364913
"69","MISE.mu.kde.gl.dynamicMin2",0.337830561576086,0.308565983199481,0.287171448261222,0.290120086452799,0.278733323337447,0.26201933225904,0.266802847683537,0.291833426341507,0.27977652062138,0.280374930035187
"70","MISE.mu.kde.gl.dynamicMin3",0.345716485129514,0.310251265918155,0.280576601851221,0.28323796732629,0.278105463208849,0.259099005292506,0.265478830865671,0.290815174160978,0.275650895364021,0.276580266217308
"71","MISE.mu.kde.SURE.G.Double",0.371254624822059,0.310822302527899,0.290748509971337,0.291594363415897,0.27406164655706,0.26454830671014,0.269980429842171,0.301265194867845,0.277970641667495,0.268057879237284
"72","MISE.mu.kde.SURE.M.Double",0.374816371106642,0.311353713266682,0.290974065689447,0.291723370359196,0.274083480481045,0.264542002491093,0.269969365675714,0.301239522459129,0.277958115402147,0.268031403856805
"73","MISE.mu.kde.SURE.SG.Double",0.371254633743027,0.310822089455443,0.290748234432047,0.291594271778673,0.274061972602517,0.264548268670484,0.269980184370057,0.301265267956642,0.277970424429546,0.268057755818288
"74","MISE.mu.kde.SURE.SM.Double",0.374816840749184,0.311354129023203,0.290974189629895,0.291723757860279,0.274083878525571,0.264542168226566,0.26996938490777,0.301239712772132,0.277958070581377,0.268031458435891
"75","MISE.mu.abhra",0.392460648720028,0.286640856489258,0.251790849159291,0.23507977033105,0.213604203802229,0.206860162917599,0.184824785531557,0.181674309027494,0.199832853782727,0.199096049625589
